transaction_id,customer_id,transaction_date,category,amount,payment_method
135788171644,14724,2024-07-29,Home,295.61,Debit Card
285490132218,13813,2023-12-25,Books,359.97,PayPal
695729814386,32716,2024-05-11,Books,169.47,Debit Card
231187650526,44793,2024-02-02,Beauty,56.17,UPI
277526147045,66540,2024-02-13,Beauty,233.51,UPI
279178487101,10385,2024-12-13,Electronics,166.25,Debit Card
534586775414,10011,2023-12-17,Clothing,300.21,Credit Card
419398752972,55938,2024-04-17,Clothing,385.16,UPI
119469955042,13032,2024-10-21,Home,439.41,Debit Card
440352732019,23154,2024-03-05,Books,237.51,UPI
151508022288,28537,2024-05-08,Electronics,420.4,Debit Card
224776988508,17109,2024-07-07,Books,444.34,Debit Card
876582718040,24966,2024-04-08,Clothing,160.07,Credit Card
177914934376,77603,2024-05-11,Clothing,482.79,Debit Card
656400363216,24710,2024-11-04,Electronics,419.55,PayPal
265366605025,23588,2024-01-31,Clothing,284.13,Debit Card
567595705217,33943,2024-06-09,Books,92.58,Debit Card
298991344120,76456,2024-09-09,Clothing,196.42,UPI
277897947359,17495,2024-10-03,Clothing,285.58,Credit Card
325010683656,21988,2024-01-01,Electronics,239.38,PayPal
300244950288,17971,2024-08-09,Books,20.02,PayPal
146899876039,31682,2024-04-09,Home,182.06,PayPal
264556823434,15531,2024-11-27,Clothing,245.78,Credit Card
139838923213,26992,2024-02-16,Beauty,143.16,UPI
254806893916,30471,2023-12-19,Home,356.33,PayPal
128917751340,10509,2024-02-12,Clothing,19.21,PayPal
332541377879,13952,2024-02-15,Home,65.84,Debit Card
202313897564,19839,2024-12-04,Electronics,370.5,PayPal
331432022363,10075,2024-04-11,Home,312.05,Debit Card
240236307399,36237,2024-11-09,Books,298.08,Debit Card
245243023718,22235,2024-02-03,Beauty,443.76,Debit Card
231611638913,24671,2024-06-02,Beauty,239.09,Debit Card
218505302696,33275,2024-04-28,Beauty,315.69,PayPal
135461301782,30399,2024-10-14,Books,427.68,Debit Card
176509005242,15062,2024-08-03,Electronics,495.45,Credit Card
250881393141,83995,2024-12-07,Beauty,271.62,Debit Card
138988547090,17495,2024-09-25,Electronics,250.58,UPI
331661362185,17974,2023-12-27,Clothing,310.08,UPI
386077031842,86791,2024-03-11,Home,379.7,Debit Card
180066352339,31442,2023-12-24,Clothing,146.89,Debit Card
263889536550,23162,2024-09-04,Electronics,397.13,Debit Card
306171495967,23409,2024-03-22,Electronics,32.87,PayPal
115289342207,29407,2024-09-29,Books,175.08,PayPal
104821787850,31035,2024-02-28,Electronics,229.17,Debit Card
292346051625,28454,2024-05-11,Home,498.28,Debit Card
166373991467,16526,2024-08-14,Beauty,424.43,UPI
537507336769,14967,2024-05-03,Beauty,143.62,PayPal
297886927287,13813,2024-03-18,Electronics,265.54,UPI
513416304313,33321,2024-10-28,Electronics,108.75,PayPal
242461796041,29586,2024-04-01,Books,203.12,PayPal
223934167499,19790,2024-09-14,Beauty,185.74,PayPal
404720264068,26625,2024-07-05,Beauty,32.19,Credit Card
176748309858,12088,2024-02-16,Home,327.31,Credit Card
999019145837,15531,2024-08-25,Electronics,305.78,Debit Card
172128455038,39305,2024-09-08,Home,35.94,Debit Card
224932776105,17719,2024-07-10,Clothing,139.15,Credit Card
158659406325,46979,2024-03-19,Beauty,296.92,Credit Card
647110868269,32338,2024-05-18,Beauty,382.3,Credit Card
108645020787,13993,2024-12-11,Home,445.83,UPI
843169926404,21742,2024-05-10,Books,176.03,Debit Card
331403148817,20692,2024-11-08,Clothing,43.22,PayPal
251436098279,25533,2024-09-23,Clothing,204.23,PayPal
227855591042,19628,2024-07-25,Home,121.98,Credit Card
266248565217,25204,2024-10-29,Clothing,324.14,UPI
249808255009,28715,2024-08-28,Books,114.7,Debit Card
109281293525,14290,2024-04-05,Beauty,411.27,UPI
914587302942,31078,2024-09-08,Books,116.33,PayPal
146775889770,28861,2024-09-24,Home,234.61,UPI
399749413830,25045,2024-04-08,Clothing,41.54,UPI
131804888622,17275,2024-03-11,Books,31.6,Debit Card
101191359547,18523,2023-12-25,Beauty,265.07,PayPal
149057224544,96184,2023-12-31,Home,161.45,UPI
117748650910,98853,2024-03-04,Home,271.55,PayPal
367700384609,25057,2024-09-22,Books,413.8,Credit Card
247111959101,17790,2024-07-05,Beauty,174.31,Debit Card
139113453644,25835,2024-11-25,Clothing,343.59,PayPal
566339209790,18426,2024-07-27,Clothing,161.74,Debit Card
280717088798,27850,2024-10-21,Beauty,37.2,Credit Card
595499489912,14525,2024-11-08,Home,63.12,Credit Card
196832838737,22393,2024-03-31,Clothing,325.17,PayPal
714143062687,29386,2024-02-14,Beauty,95.58,UPI
289066817222,89515,2024-05-30,Home,48.08,PayPal
236242658405,24976,2024-05-25,Home,485.91,Credit Card
723869476393,26996,2024-11-10,Clothing,416.85,PayPal
417630598026,26338,2024-09-03,Beauty,26.29,Debit Card
185256683489,46457,2024-04-14,Clothing,283.88,PayPal
131340946978,88327,2024-04-26,Electronics,38.44,Debit Card
696371009273,99559,2024-01-08,Beauty,34.1,PayPal
171387866844,23162,2024-02-13,Beauty,410.43,Credit Card
217411426671,27729,2024-03-24,Electronics,220.28,Debit Card
963464353421,88290,2024-03-15,Home,58.0,Debit Card
149653807006,25752,2024-03-17,Clothing,196.31,PayPal
249801512887,94013,2024-11-18,Home,96.45,PayPal
139436127286,29805,2024-09-18,Home,150.3,PayPal
271210696709,14125,2023-12-23,Electronics,108.46,Credit Card
288093448889,13937,2024-01-27,Home,366.72,Debit Card
338162557902,32223,2024-02-01,Home,240.52,Debit Card
113964514366,32445,2024-10-30,Beauty,171.0,Debit Card
293023303337,29407,2024-10-06,Beauty,373.91,UPI
198155213253,41791,2024-05-28,Home,349.41,UPI
289436913790,17719,2024-02-27,Home,165.9,Debit Card
865409377807,19278,2024-08-12,Books,445.65,Debit Card
205848704233,28978,2024-11-02,Home,212.99,Debit Card
131383499749,17374,2024-11-09,Electronics,17.14,Debit Card
334055134567,17616,2024-03-25,Beauty,393.99,Debit Card
492672990827,73975,2024-11-29,Home,421.26,UPI
163417677017,32395,2024-08-15,Home,463.69,Debit Card
177932387883,12254,2024-11-02,Books,216.94,UPI
303495022442,24926,2024-07-14,Home,15.5,UPI
297053882865,12966,2024-03-03,Books,164.01,PayPal
925559995041,16842,2024-11-04,Home,426.33,Credit Card
663232532577,24926,2024-04-29,Beauty,362.79,Debit Card
783905615540,26996,2024-10-27,Electronics,410.17,UPI
673961907322,31558,2024-01-31,Books,47.99,UPI
131503617008,31062,2024-03-22,Books,92.11,PayPal
208461015631,22393,2024-08-01,Beauty,447.11,PayPal
114603972708,13738,2024-09-08,Electronics,370.54,Credit Card
220514054620,16996,2024-08-22,Books,444.52,Debit Card
294863789101,24326,2024-06-09,Electronics,498.87,Credit Card
153605019276,71857,2024-04-22,Electronics,245.95,PayPal
236261273320,98301,2024-12-12,Beauty,336.7,PayPal
818444965222,21244,2024-06-15,Clothing,362.39,Credit Card
895970424308,27009,2024-04-05,Books,319.07,PayPal
259627475870,33943,2024-06-23,Clothing,268.58,UPI
302214716237,11262,2024-08-12,Home,121.21,Debit Card
180404896099,23702,2024-01-15,Home,247.13,Credit Card
202003826574,15062,2024-10-28,Books,367.56,Debit Card
204235252917,20447,2023-12-26,Clothing,76.83,UPI
161498065560,19930,2024-03-09,Books,28.07,Debit Card
246320143018,16157,2024-10-28,Beauty,185.89,Debit Card
510963966418,26317,2024-05-24,Electronics,442.52,PayPal
212808364121,17224,2024-07-24,Electronics,406.09,Credit Card
469430548847,11972,2024-03-25,Electronics,28.45,UPI
331498702449,13841,2024-07-27,Clothing,172.08,Credit Card
161129553260,27913,2024-01-30,Home,319.06,PayPal
510309443059,28454,2024-05-08,Electronics,400.93,PayPal
293686365068,10500,2024-01-28,Home,71.27,PayPal
314510308106,27914,2024-11-08,Clothing,351.95,UPI
847853403941,31537,2024-03-28,Clothing,160.8,Credit Card
286255890605,13627,2024-04-03,Home,408.58,Credit Card
274096059159,19278,2024-07-13,Clothing,242.45,Debit Card
237720826464,74516,2024-05-13,Electronics,268.76,Debit Card
112081420053,93868,2024-01-28,Beauty,27.33,Credit Card
751499598244,36844,2024-03-30,Home,292.47,Credit Card
150549137269,32050,2024-09-19,Electronics,357.57,Debit Card
156368082055,17971,2024-07-12,Home,495.84,Credit Card
577271487876,21747,2024-07-22,Books,466.41,PayPal
426915465314,81603,2024-04-14,Electronics,361.28,Debit Card
184186515965,32501,2024-02-27,Beauty,365.3,Credit Card
111348599557,17230,2024-07-29,Beauty,233.87,UPI
328633635563,84623,2024-05-14,Beauty,432.62,UPI
233101335545,33681,2024-09-07,Clothing,198.79,UPI
275228456834,93868,2024-10-12,Books,153.92,PayPal
236676261952,41791,2024-07-09,Home,363.59,Credit Card
301711840950,70244,2024-03-21,Electronics,195.04,Debit Card
351603332543,10038,2024-09-06,Home,433.2,PayPal
276072116061,54131,2024-06-06,Books,59.79,Credit Card
246159457710,33422,2024-06-03,Clothing,379.96,PayPal
273556664401,14732,2024-05-14,Beauty,468.04,Debit Card
243917735287,22140,2023-12-16,Beauty,103.22,UPI
756218900931,23471,2024-10-20,Electronics,494.84,Debit Card
294229117539,24976,2024-07-28,Clothing,96.62,UPI
215941195657,14908,2024-09-03,Home,98.98,Debit Card
142367447067,23564,2024-04-25,Books,47.08,UPI
143548206343,16662,2024-01-18,Beauty,87.45,UPI
191765119414,24690,2024-11-19,Beauty,166.89,PayPal
121172644360,26480,2024-11-18,Clothing,361.84,Credit Card
276526199628,18744,2024-05-12,Home,440.49,UPI
157921507014,24790,2024-01-12,Beauty,146.66,PayPal
891853659363,74232,2024-07-16,Home,59.53,PayPal
290140002624,17494,2024-04-20,Beauty,144.91,Credit Card
209911385801,31037,2024-10-15,Books,232.8,UPI
554581670648,10556,2024-05-08,Books,389.65,PayPal
312472945134,28973,2024-12-04,Books,66.54,Credit Card
203428200528,24552,2024-12-11,Clothing,338.7,UPI
980873478349,61162,2024-12-06,Beauty,402.18,UPI
555276972107,33861,2024-08-02,Home,81.45,PayPal
213138771686,21679,2024-07-13,Books,364.12,Credit Card
136934033001,29299,2024-05-06,Beauty,375.88,Debit Card
113942846687,19572,2024-04-27,Home,139.41,Credit Card
226636249578,10995,2024-10-10,Clothing,255.24,UPI
277268267280,27682,2024-01-07,Electronics,248.51,UPI
830518213071,33109,2024-12-05,Electronics,406.01,PayPal
235625571284,89421,2024-09-18,Books,52.4,Debit Card
225299960655,18299,2024-05-05,Beauty,126.01,PayPal
315159623426,16662,2024-11-24,Home,61.96,UPI
151142848787,50397,2024-07-26,Electronics,351.51,PayPal
765818267378,31237,2024-04-14,Books,319.44,PayPal
939656881723,20126,2024-01-01,Clothing,387.87,Debit Card
192468596521,87182,2024-10-31,Books,373.24,Credit Card
311737603118,27850,2024-04-04,Beauty,472.81,PayPal
325618679167,81603,2024-07-20,Books,256.21,PayPal
728860362381,14125,2024-01-09,Home,423.23,Credit Card
192516995415,11913,2024-05-08,Electronics,233.48,Credit Card
179923270573,24397,2024-02-17,Books,247.16,PayPal
303911455232,30800,2024-01-22,Home,248.43,PayPal
762671188023,15315,2024-01-02,Home,417.64,Credit Card
571203177255,56181,2024-02-22,Beauty,239.91,Debit Card
264132961948,52629,2024-02-19,Electronics,254.7,Debit Card
274119055159,19615,2024-11-20,Electronics,181.06,Debit Card
186883469114,32051,2023-12-29,Clothing,462.01,Debit Card
250069258501,29612,2024-11-16,Electronics,342.24,Credit Card
423735497998,25835,2024-01-16,Clothing,129.66,UPI
103233478906,26976,2024-02-20,Home,23.07,Debit Card
547533815217,19198,2024-07-01,Books,317.23,UPI
163621583661,57149,2024-11-16,Clothing,118.28,PayPal
146241398061,20368,2024-08-07,Electronics,240.12,PayPal
335167217026,28254,2024-10-25,Home,445.28,Credit Card
160563691510,17932,2024-06-29,Electronics,426.25,UPI
504595532960,33264,2024-01-31,Home,74.35,Credit Card
793557363521,30093,2023-12-18,Books,442.54,PayPal
461832792170,28907,2024-05-29,Electronics,156.52,Debit Card
276498136401,14402,2024-06-14,Beauty,450.31,Debit Card
237488512777,29386,2024-09-13,Beauty,405.64,Credit Card
153648229773,27913,2024-07-21,Beauty,68.32,Debit Card
150478636348,13507,2024-11-14,Home,146.87,PayPal
194604747586,41791,2024-09-15,Electronics,434.01,Debit Card
327484036077,27531,2024-05-25,Electronics,312.22,PayPal
110024157184,32999,2024-08-11,Home,101.99,PayPal
161684016674,85187,2024-11-14,Beauty,271.5,Credit Card
325570590143,15939,2024-02-06,Beauty,75.23,Debit Card
593158702919,10133,2024-09-02,Clothing,101.81,Debit Card
151768732916,61171,2024-09-24,Clothing,260.21,PayPal
249770069347,30934,2024-09-21,Home,249.12,UPI
177199631362,30724,2024-02-08,Clothing,303.93,PayPal
203647922758,15766,2024-07-02,Beauty,492.85,UPI
173601894493,20955,2024-08-05,Clothing,410.33,UPI
188781538372,27015,2024-01-15,Beauty,80.17,Credit Card
242289499353,30288,2024-04-02,Home,113.15,PayPal
983709878907,32955,2024-12-12,Clothing,461.25,Credit Card
255572857829,32953,2024-08-26,Beauty,104.51,Credit Card
118383886088,13993,2024-08-23,Books,456.75,PayPal
148352054727,30721,2024-10-12,Beauty,405.6,UPI
193295977361,22587,2024-09-16,Books,49.33,UPI
523744912253,29596,2024-08-16,Beauty,394.15,UPI
147920207632,13653,2024-06-30,Beauty,65.66,Debit Card
326690188183,16084,2024-11-10,Home,65.84,UPI
142824947453,20762,2024-07-25,Beauty,94.34,UPI
114090211219,57406,2024-05-17,Electronics,419.96,UPI
107020158994,22279,2024-02-16,Electronics,259.86,Credit Card
122666952325,30705,2024-09-10,Home,494.69,PayPal
178567307412,10732,2024-05-15,Books,145.31,Credit Card
117828342708,32090,2024-01-11,Clothing,37.4,UPI
195366360149,21904,2024-05-16,Clothing,445.12,Credit Card
825072813133,98302,2023-12-30,Clothing,162.53,UPI
329882791524,21035,2024-02-22,Electronics,304.29,Debit Card
293569254077,17224,2024-12-01,Beauty,232.1,Credit Card
260880574818,82767,2024-03-06,Beauty,264.73,Debit Card
299101287279,31290,2024-06-03,Books,311.52,PayPal
161158051206,18229,2024-08-07,Home,208.38,Credit Card
875054372176,22336,2024-03-08,Books,47.73,UPI
288624596557,24966,2024-06-27,Books,89.37,PayPal
273887981261,97788,2024-09-16,Home,342.76,Debit Card
144557193762,27540,2024-10-07,Clothing,399.98,PayPal
182600152905,28586,2024-05-20,Electronics,293.3,Debit Card
610343244019,78360,2024-03-27,Clothing,356.94,Credit Card
118240092089,17735,2024-04-10,Beauty,118.36,PayPal
156278746034,14035,2024-08-16,Clothing,382.13,Debit Card
137612836090,11497,2024-06-15,Home,250.83,Credit Card
445279432075,31537,2024-07-25,Beauty,103.67,UPI
323210837964,17480,2024-04-28,Books,448.87,Credit Card
340045458798,19148,2024-10-29,Clothing,358.74,PayPal
203069793147,59339,2023-12-17,Clothing,353.07,Credit Card
309499141838,22650,2024-08-21,Home,410.87,PayPal
278989510680,15229,2024-07-03,Electronics,307.6,PayPal
934036722542,72778,2024-01-29,Electronics,470.6,Debit Card
162121126226,26276,2024-10-08,Clothing,82.23,UPI
102400518781,32716,2023-12-22,Home,190.92,UPI
388911534646,98853,2024-07-11,Books,448.46,UPI
764339676620,23917,2024-08-27,Electronics,354.6,Credit Card
303457724475,17652,2024-08-28,Electronics,193.68,Credit Card
232459323365,10570,2024-06-08,Books,212.36,PayPal
479710948688,19628,2024-09-06,Beauty,25.61,PayPal
100237250355,25187,2024-07-13,Clothing,88.75,UPI
240664731417,21255,2024-03-23,Beauty,324.98,UPI
189008775375,22395,2024-02-20,Clothing,267.79,UPI
252233602550,17237,2023-12-17,Home,326.56,Credit Card
152836834151,20637,2024-08-01,Electronics,62.87,Debit Card
327117667666,18109,2024-01-28,Books,60.53,Credit Card
165461454220,32967,2024-06-24,Books,17.38,Credit Card
124401563669,98301,2024-05-17,Home,135.58,Credit Card
303531231549,15062,2024-04-14,Beauty,331.98,PayPal
183873132077,33976,2024-10-31,Books,356.66,PayPal
137366967867,17544,2023-12-26,Books,329.69,Credit Card
435460464261,28460,2024-01-06,Electronics,58.56,Debit Card
264661410214,12088,2024-06-02,Beauty,49.23,PayPal
323652026677,24926,2024-01-14,Home,394.1,UPI
549293778497,60452,2023-12-20,Electronics,111.2,PayPal
736832371485,49147,2024-06-08,Beauty,20.82,Debit Card
576623774108,17550,2024-02-16,Beauty,148.12,Credit Card
720420980789,29030,2024-08-30,Electronics,448.01,UPI
203278641525,27969,2024-10-17,Beauty,446.05,Debit Card
115615053153,20368,2024-01-19,Home,32.96,Debit Card
147228715138,52998,2024-07-23,Electronics,447.25,UPI
280250175832,29596,2024-05-03,Home,301.38,UPI
537319903572,39491,2024-05-19,Electronics,453.04,Credit Card
290697338124,10353,2024-06-07,Beauty,223.97,UPI
120109261310,95210,2024-01-05,Home,201.48,PayPal
277221774382,16519,2024-05-11,Beauty,482.16,Credit Card
477408830667,11497,2024-01-05,Home,449.59,PayPal
210036167629,46607,2024-09-28,Clothing,275.62,UPI
259010720994,74506,2024-07-06,Home,384.43,Debit Card
154713766088,14082,2024-07-16,Books,243.99,Debit Card
291276560198,90054,2024-12-05,Books,380.23,PayPal
302381350204,16815,2024-03-07,Electronics,405.61,Debit Card
205638702436,17962,2024-10-23,Electronics,487.83,PayPal
195604864754,17494,2024-02-08,Beauty,220.41,Debit Card
273014969199,24926,2024-01-11,Clothing,30.24,UPI
233847985724,11660,2024-06-15,Home,290.03,PayPal
305948590735,45971,2024-08-03,Home,89.51,UPI
214947299334,29844,2024-03-26,Beauty,367.24,Debit Card
443507090122,32018,2024-02-12,Books,173.51,Credit Card
126196267205,30575,2024-01-13,Books,275.37,Credit Card
370144661365,89603,2024-06-16,Books,407.28,PayPal
878863400695,31398,2024-12-01,Beauty,434.64,Debit Card
224156857988,21334,2024-08-16,Books,335.57,Debit Card
307305761983,14188,2024-05-12,Electronics,61.21,Credit Card
249518597140,32991,2024-01-30,Books,41.44,Debit Card
146412972368,87182,2024-01-08,Home,436.36,PayPal
259615803715,32875,2024-03-21,Electronics,56.86,Credit Card
116233092543,73134,2024-07-11,Home,399.28,Debit Card
113523224872,31442,2023-12-28,Books,354.72,Debit Card
804927203303,13252,2023-12-16,Beauty,79.99,Credit Card
168389148271,83847,2024-02-11,Clothing,326.26,UPI
235787227900,28028,2024-09-28,Books,461.63,Credit Card
197272681395,16075,2024-11-27,Home,389.81,Debit Card
314408667764,21876,2024-09-17,Home,179.3,PayPal
322792760567,73695,2024-08-14,Home,303.13,Credit Card
104804695118,33182,2024-03-19,Beauty,470.16,Credit Card
233994095735,24189,2024-01-28,Books,345.21,PayPal
332826653948,15062,2024-08-28,Books,329.16,PayPal
140837038544,17540,2024-04-19,Home,171.83,Credit Card
323641204327,24460,2024-02-11,Beauty,172.74,PayPal
141780675924,19475,2024-05-17,Books,113.7,PayPal
325735096250,24844,2024-07-20,Beauty,53.03,Credit Card
147229600074,11170,2024-07-07,Home,457.77,Debit Card
230304100003,20652,2024-08-08,Beauty,423.64,Credit Card
220535728135,17374,2024-01-11,Clothing,465.68,Debit Card
262789420959,13334,2024-11-16,Electronics,475.75,Credit Card
148457935082,23654,2024-03-19,Beauty,231.25,UPI
100473019974,18629,2024-10-08,Books,268.09,Credit Card
244769583507,55388,2024-01-30,Electronics,418.21,UPI
133835857676,25320,2024-04-27,Beauty,207.65,Debit Card
670068100432,35679,2024-09-07,Home,260.45,PayPal
134109186808,71449,2024-12-04,Home,97.53,Debit Card
247707391248,31156,2024-05-04,Beauty,343.4,Debit Card
987291142721,69980,2024-09-14,Electronics,270.86,UPI
336860429167,22463,2024-07-09,Clothing,19.56,UPI
671704058281,21012,2024-11-25,Beauty,108.57,PayPal
135636447480,25500,2024-11-11,Home,354.93,Debit Card
223431475592,19198,2024-06-18,Beauty,455.4,PayPal
281418247402,19198,2024-09-28,Home,289.75,Credit Card
184702231108,19939,2024-07-14,Home,215.59,PayPal
299923338927,18498,2024-03-03,Electronics,430.58,PayPal
246159232996,55388,2024-08-02,Books,107.81,Debit Card
272852502882,21645,2024-07-05,Beauty,491.65,UPI
322123973944,22395,2024-05-02,Clothing,26.38,UPI
609058455343,10149,2024-11-24,Clothing,131.62,Credit Card
571906362111,21180,2024-05-16,Home,61.09,Credit Card
319035795451,17166,2024-07-23,Clothing,415.57,UPI
353816266350,19278,2024-10-14,Books,50.66,Credit Card
214406029834,30934,2024-11-20,Home,189.79,UPI
148044036768,26582,2024-07-26,Electronics,416.09,Credit Card
225273796496,10773,2024-03-06,Home,171.93,Credit Card
200192994815,13582,2024-05-12,Electronics,222.08,UPI
211236731142,23002,2024-03-30,Electronics,425.06,PayPal
476302147022,28254,2024-06-18,Home,71.28,UPI
332234745107,26480,2024-10-22,Clothing,453.08,UPI
150072098351,23893,2024-10-22,Home,81.58,UPI
266373784692,30370,2024-06-05,Home,107.76,Credit Card
210415604442,52998,2024-07-22,Clothing,92.43,Credit Card
145885787118,14640,2024-07-30,Books,181.07,PayPal
147133590830,19878,2024-11-12,Beauty,470.03,Credit Card
152946650048,34899,2024-07-16,Home,393.08,Credit Card
165608633493,10341,2024-05-14,Books,110.86,PayPal
113955672406,20863,2024-09-13,Clothing,270.22,UPI
103671488139,29921,2024-11-14,Clothing,462.1,Debit Card
538293283747,26724,2024-07-02,Clothing,81.18,PayPal
205415669037,10981,2024-08-01,Electronics,240.14,Credit Card
203304118055,24849,2024-04-17,Electronics,312.93,UPI
424628291282,63612,2023-12-29,Books,171.08,UPI
806367154442,16861,2024-07-20,Books,101.99,Credit Card
692292935961,17224,2024-04-16,Books,465.98,Credit Card
318124457534,14402,2024-05-27,Electronics,452.07,Credit Card
162512477857,33704,2024-09-14,Home,149.02,Debit Card
174640416476,45507,2024-09-23,Home,381.53,PayPal
196632455738,24853,2024-07-13,Electronics,430.85,PayPal
110785575825,18087,2024-01-23,Clothing,380.89,Debit Card
318306957978,25922,2024-07-19,Clothing,431.9,Debit Card
117386006929,86791,2024-09-21,Electronics,246.82,PayPal
291765480245,22637,2024-05-18,Books,31.47,UPI
271573784504,26907,2024-04-14,Home,322.19,PayPal
134216807995,71449,2024-10-22,Electronics,165.55,Credit Card
981023178171,29844,2024-10-23,Home,274.48,PayPal
276753059751,24460,2024-02-27,Electronics,192.09,Debit Card
176140540644,24976,2024-09-23,Beauty,470.77,UPI
186123817125,28460,2024-02-05,Electronics,350.44,PayPal
145925678828,20107,2024-11-08,Beauty,22.23,UPI
108417253672,18808,2024-03-10,Beauty,328.44,Credit Card
274803369708,24552,2024-01-16,Home,318.6,UPI
519813609358,17971,2023-12-27,Books,244.37,UPI
331671881385,30705,2024-10-10,Books,177.89,PayPal
305504143723,16861,2024-05-09,Electronics,164.42,Debit Card
239963792698,11567,2024-07-24,Clothing,445.17,Credit Card
149679463681,21801,2024-04-17,Clothing,91.84,Credit Card
137831905324,18586,2024-12-11,Beauty,351.68,Debit Card
320492894089,61710,2024-10-11,Books,408.39,UPI
202022243245,11422,2024-10-28,Home,305.4,Debit Card
290517044658,61563,2024-09-27,Electronics,174.47,PayPal
268722463604,33148,2024-01-20,Clothing,362.75,PayPal
187503530539,15808,2024-07-21,Beauty,129.68,Credit Card
675942226845,19278,2024-09-20,Electronics,86.81,Credit Card
221010542497,80706,2024-05-24,Books,432.9,Credit Card
635608519731,18791,2024-12-14,Electronics,351.3,Credit Card
364169087186,83847,2024-06-27,Books,212.46,Debit Card
145790472082,66507,2024-06-02,Books,319.8,UPI
143230223357,13334,2024-09-05,Beauty,147.84,Debit Card
133729481359,58676,2024-02-13,Electronics,330.84,Debit Card
879837340153,78665,2024-10-24,Home,298.39,Credit Card
298780597713,26724,2024-08-15,Books,207.91,Debit Card
940912922179,82767,2024-09-15,Books,335.94,Credit Card
155337573420,24790,2024-12-06,Books,94.6,Credit Card
193707107829,17661,2024-06-04,Books,478.14,Credit Card
163649588439,10840,2024-11-05,Clothing,395.92,Debit Card
260843345433,94838,2024-09-08,Books,44.93,UPI
695850155881,17735,2024-05-16,Electronics,159.68,Credit Card
194484728925,15859,2024-06-20,Books,363.22,Credit Card
179241546278,79631,2023-12-20,Books,484.82,PayPal
122194574242,22858,2024-03-09,Clothing,256.78,PayPal
100006124708,14525,2024-06-24,Books,252.37,Debit Card
306111191431,98853,2024-03-14,Beauty,84.87,UPI
297204019720,66394,2024-09-27,Beauty,311.43,Credit Card
181789624503,19278,2024-04-20,Home,222.07,Credit Card
204706742107,23055,2024-12-03,Electronics,279.91,UPI
132917186480,25045,2024-09-22,Home,238.92,Credit Card
507133987492,59662,2024-01-31,Beauty,474.23,Debit Card
328615157095,10353,2024-02-14,Books,328.48,PayPal
203950171718,11134,2024-09-23,Clothing,79.06,PayPal
307753945866,30800,2024-06-20,Books,279.75,Credit Card
313215189674,20863,2024-07-13,Books,386.78,Debit Card
883339530853,14914,2024-02-18,Clothing,83.12,UPI
245046079338,25212,2024-07-19,Electronics,142.96,PayPal
285217519767,21988,2023-12-23,Books,370.85,Credit Card
849806480368,29805,2024-01-04,Clothing,107.91,UPI
932832489649,25967,2024-08-27,Clothing,244.61,PayPal
274694038756,32050,2024-12-05,Books,278.15,UPI
636897645840,68854,2024-07-29,Electronics,339.93,UPI
215248504657,25187,2024-10-28,Electronics,415.95,PayPal
544327259365,93868,2024-04-16,Beauty,489.31,PayPal
295971839097,29959,2024-08-08,Home,34.44,PayPal
288007939809,28908,2024-08-26,Clothing,311.49,Debit Card
248705331243,30721,2024-08-10,Electronics,265.13,UPI
145184825908,14914,2024-07-31,Clothing,55.87,UPI
